Sandoval,Bryan,4,4B
Marinas,Angel,2,1A
Moore,Diane,5,4B
Thomas,Laura,5,1A
Levy,Antionette,5,2B
Gates,Bobbie,5,4A
Lofaro,Rhonda,5,3B
Osullivan,Dennis,4,3A
Bolin,Brian,5,1B
Alexander,Karin,4,1B
Manuel,Michael,4,3B
Behanna,Evangelina,3,4A
Foster,Dexter,2,4A
Mccloy,Timothy,5,3B
Magan,Robert,2,2B
Thompson,Isaac,4,4A
Vig,Retha,4,3A
Carter,Daniel,4,1B
Mckenzie,Gerald,5,2B
Hamlet,Julio,4,3B
Kern,Rose,3,4A
Boyd,Peter,5,4A
Mcghee,Thomas,3,4A
Robles,Lorena,1,2B
Cole,Catrina,1,2A
Knightly,Maria,5,1B
Monterrano,Stephen,2,3A
Williams,Anna,5,1B
Donahue,Michael,4,2B
Ochoa,Kathleen,1,4A
Gream,Tyisha,2,4A
Monroe,Hilda,2,1A
Dudley,Jose,3,3B
Hargrove,James,5,3A
Palencia,Christopher,4,2A
Bozeman,Kimberly,5,2B
Mills,Lester,5,3A
Crawford,Tina,2,3B
Fang,David,2,2A
Green,Darrel,1,1A
Oneal,Dan,3,2A
Weathers,Mercedez,1,2A
Cloutier,Virginia,4,3A
Graham,Jacqueline,3,4A
Hinson,James,2,1B
Winkles,Hassan,1,3B
Crone,Victoria,4,4A
Duncan,Marilyn,2,4B
Zepeda,Ashley,4,1B
Simpson,Bessie,4,4B
Mcalexander,Michelle,4,3B
Hyatt,Michael,5,1A
Rangnow,Rose,3,1A
Saraiva,Jason,2,2A
Nava,Roy,1,4B
Lovig,Eleanor,2,3A
Beckley,Kenya,1,2B
Alliston,Frank,3,1B
Whitney,Frances,4,3A
Turner,Slyvia,2,1A
Rood,Jeffrey,1,2B
Aaron,Yolanda,4,2A
Brown,Marvin,2,2B
Ray,Laura,5,4A
Hornyak,Donald,5,3B
Barnes,Kristie,5,2A
Rothrock,Lawrence,4,1A
Wohner,Michael,3,4B
Mcmullen,Raymond,2,1B
Mccleary,Pauline,4,4B
Hyland,Nadia,3,4B
Raynes,Billy,3,3B
Mccarty,Stacy,4,4A
Culbertson,Reggie,2,1B
Kwon,Robert,4,4A
Banh,Melinda,3,2B
Hendricks,Bette,3,3B
Carr,Charles,1,2B
Hilser,Monica,5,1A
Parker,Henrietta,5,3A
Hinds,William,5,2A
Furrer,Mark,1,1A
Cordero,Angeline,4,3B
Alvarez,Tanner,1,3A
Boyd,Alice,2,1B
Mushtaq,Sharon,4,2A
Cutlip,Karen,4,4A
Munday,Caroline,1,3B
Brooks,Joe,2,3B
Silver,William,5,2A
Lee,Reid,5,3B
Booher,Frank,2,1B
Congrove,Stacey,4,4B
Hawkins,Allison,4,2A
Kuster,Kenneth,2,2A
Averette,George,5,1B
Mccracken,Virginia,2,3A
Fessler,Karl,2,1B
West,Crystal,3,4A
Beaty,Maurine,5,2A
Machenry,Verna,5,1B
Noble,Gil,3,1A
Kinard,Larry,3,1A
Vonsoosten,Debra,1,4B
Guzman,Michelle,1,1A
Helton,Manuela,1,1A
Fryer,Caroline,5,1A
Rybicki,Linda,3,1A
Ferguson,Evia,3,3B
Powell,Geneva,1,1B
Huver,Raymundo,3,3B
Starkey,Billy,3,3B
Barnard,Jeremiah,3,1B
Ferrell,Miriam,4,3A
Forsythe,Russell,4,1B
Nelson,William,1,2A
Betterton,Katherine,3,2A
Sanchez,Tanya,1,4B
Conklin,Elizabeth,5,1A
Wallis,Gertie,3,3A
Hunter,Marcella,4,2A
Rohrbaugh,Estrella,2,4A
Kasky,Miriam,1,3A
Bradley,Sandy,2,2B
Hodge,Nana,3,3B
Tarvin,Rosa,3,3B
Adams,Karen,3,2A
Cutler,Maria,2,1B
Ennis,Steven,3,2B
Maples,Rose,2,2A
Sandoval,James,4,3B
Derry,Sharon,3,1B
Mclaughlin,Kara,3,4B
Terry,Phillip,1,1A
Stephenson,Rhonda,3,4B
Campbell,Brian,5,2B
Brown,Adrian,5,2B
Stoviak,Emma,1,3A
Corwin,Mabel,5,4B
Mcarthur,Camille,2,1B
Gregg,Octavia,1,1A
Reyes,Heather,1,3A
Svec,Paul,5,3B
Kozakiewicz,James,5,1B
Wilson,Alicia,4,4B
Wood,Stephen,2,2B
Mcduffie,Gene,5,3A
Dunn,Harry,1,4B
Cox,John,1,3B
Casazza,Robert,4,2B
Ha,Omar,4,3A
Broome,Charles,5,1A
Scalf,Laura,2,1B
Vanmeter,Roy,3,2A
Dean,Timothy,4,3A
Alejandro,Crystal,5,4A
Gonzalez,Alicia,2,1A
Bliven,Daniel,5,4A
Mcilvaine,Leona,5,3B
Baldwin,Jack,1,2B
Norman,Maryjane,2,1A
Sanchez,Vanessa,4,2B
Maddux,Francis,2,2B
Weir,Lala,2,3A
Lovecchio,Shelia,5,1A
Grady,Clayton,3,3B
Bushey,Rodrick,2,3B
Garcia,Barbara,3,2B
Arteaga,David,1,2B
Yoder,Robert,5,4B
Marin,Robert,5,3A
Tada,Danielle,1,3A
Parker,Jean,3,4A
Wilson,Aron,4,2B
Pike,Eric,1,4B
Hutton,Regina,5,1B
Wilson,Roger,3,4B
Woods,Corinne,1,1A
Stephenson,Angela,1,2B
Williams,Aida,1,3B
Carr,Lloyd,1,3B
David,Sarah,5,3B
Hines,Jose,5,3A
Downes,Shawna,1,3B
Taylor,Ariel,1,2A
Beran,Bernard,1,3B
Pettus,Eric,2,3B
Baumann,Michael,4,2A
Penny,Valerie,4,2A
Rhodes,Tessa,1,1B
Bravo,Zelda,2,3B
Ray,Jose,1,2A
Morano,Samuel,5,2B
Adams,Mildred,2,2A
Titus,William,1,1A
Hugill,Tessa,5,3B
Read,Sherie,1,2A
Ramsour,Linda,2,2A
Cormier,Marjorie,1,1B
Main,Terrie,3,2B
Avery,Marquis,4,4B
Glidewell,David,1,1B
Motley,Brett,5,4A
Lawhorn,Nicholas,3,3A
Todaro,Tina,4,3B
White,James,1,2A
Fondren,Catherine,4,2B
Schmuff,Bobby,2,1A
Cruz,Sylvia,2,2B
Smith,David,1,2B
Cook,Gary,4,2B
Beyett,James,5,3B
Crawford,Susanne,4,3A
Phillips,Gloria,5,1B
Ramirez,Beth,3,4A
Wiley,Richard,5,3B
Rivas,Steven,2,4A
Berry,Michael,2,4A
Blue,Keith,2,1A
Diekmann,Ramiro,2,1B
Walker,Jeanne,5,4B
Christinsen,Eugene,4,3A
Petterson,Arturo,1,4B
Fawcett,Irene,3,3A
Perez,Brigitte,3,3B
Brown,Oscar,3,2B
Dessecker,Brian,4,4B
Melendez,Linda,1,4B
Graham,Richard,5,4B
Darden,Gerald,2,4A
Olvera,David,1,3B
Almeida,Elisa,3,2A
Schartz,Anna,3,4B
Gose,Craig,4,3B
Brunetti,Sandra,3,1A
Sweet,Doris,1,1B
Durrant,James,5,3B
Williams,Robin,2,2B
Dowdy,Marvin,1,4B
Carrol,Jacob,5,1A
Mcclung,Miriam,4,2A
Greene,Sharan,5,3B
Moon,Edward,1,2B
Baker,James,5,2A
Apo,Vicky,4,3A
Crowell,Matthew,1,1A
Simar,Jerry,3,2B
Trites,Denise,2,3A
Bohannon,James,5,4B
King,Rita,4,2B
Wilson,Paul,1,1A
Sullivan,Larisa,5,1A
Pauley,Marcus,2,1B
Espinosa,Katherine,2,3A
Jenkins,Amanda,1,2B
West,Vivian,2,4B
Saxon,Brenda,3,2A
Martin,Cora,5,2B
Glaspie,Luke,3,1B
Griffin,Roy,3,3B
Thompson,Catherine,4,3A
Kuo,Louis,5,3A
Penick,Dana,4,4B
Hall,Rose,4,4A
Brosius,Robert,1,2A
Maldonado,Cheryl,2,2B
Mccuen,Leola,3,2B
Webb,Wilbert,5,3B
Bennett,Mindy,3,3A
Baker,Dennis,2,1B
Masser,Kelley,1,4B
Oakley,Milton,2,4B
Stade,Brent,3,4A
Brooks,Robbie,4,2A
Fisher,Benjamin,2,3A
Hayes,Audrey,4,1A
Flores,David,5,3A
Wyrick,Helen,1,3B
Wellington,Michael,2,1A
Dean,Amy,5,2B
Downing,John,3,1B
Shavers,Bonnie,1,2A
Siler,Katelyn,4,4B
Tuggle,John,3,1A
Anding,Lajuana,3,1A
Johnson,Hunter,2,1B
Mcbride,Brad,1,4B
Dupont,Roderick,1,4A
Stensrud,William,5,1B
Cantu,Kenneth,1,4A
Simmons,Tom,4,3B
Kenner,Roberta,2,3B
Pichler,Daniel,5,1A
Wheaton,Charles,1,4B
Frost,Caleb,3,4B
Shah,George,2,1B
Stanford,Clarence,5,3B
Oleary,Matthew,5,4A
Farrish,Robin,4,3B
Provenzano,Tori,4,1B
Williams,Michael,5,3A
Honeycutt,Pasquale,5,1A
Jackson,Patricia,2,3B
Sharpe,Scott,1,3B
Allen,Willie,5,4A
Shakespeare,Robert,5,4A
Rodarte,William,2,3B
Delacruz,Vivian,2,2B
Madlock,Edward,4,1A
Molina,Andrea,4,4A
Gomez,Elizabeth,3,1B
Lind,Norma,5,2A
Smith,Kenneth,3,3B
Embrey,Reynaldo,1,3A
Williams,Christene,3,4A
Milton,Lavenia,2,2A
Williams,Jennette,3,4A
Cuzco,Nan,5,2A
Smith,Dallas,5,2B
Goddard,Dessie,2,1B
Jackson,Marc,5,3B
Harlan,Chad,2,2A
Duke,John,1,1B
Blecha,Jennifer,5,3A
Helmick,William,1,3B
Smithheart,Ricky,3,4B
Hayes,Edward,1,4A
Teeter,Daniel,3,2A
Johnson,Caroline,4,4B
Otero,Maria,4,3A
Fitts,Doris,3,2B
Webb,Chelsey,1,2A
Peterson,Geraldine,3,4B
Watkins,Rodger,2,3B
Miller,Joan,2,4B
Cauthen,Beth,5,1B
Stone,Eric,1,3B
Greene,Jimmie,5,4A
Mccracken,Harold,2,4B
Mabery,Mary,3,3B
Ellingham,Margarita,5,2B
King,Brenda,1,3B
Raxter,Efrain,5,4B
Smith,Paula,3,3B
Mchugh,Dewey,2,4B
Harden,Eliza,2,2B
Wolfson,Hazel,2,1A
Sampson,Michael,2,3A
Yates,Patricia,1,3A
Swatzell,Michele,3,3A
Arevalo,Mitchell,2,3A
Devaughn,Frederic,3,2B
Ellis,Myron,1,3B
Kuntzman,Julia,1,4B
Font,Lacy,1,3A
Delapaz,Gisela,3,2A
Fitz,Beverly,3,4B
Blackburn,John,1,2B
Rogers,David,1,4A
Gonzalez,James,1,2B
Parker,George,3,1A
Vincent,Terence,5,1B
Kiger,Ralph,3,1B
Harris,Leonel,4,3A
Quint,Steven,1,4B
Vincent,Scott,3,2B
Devito,Howard,1,2A
Florian,Tyrone,2,4B
Boyd,Frank,4,4B
Nelson,Donald,4,1B
Kochan,Karl,5,4A
Novack,Howard,2,1B
Wooten,Gary,3,2A
Stevenson,Whitney,5,2B
Capehart,Carolyn,3,4B
Jones,Abbey,4,3B
Stowers,Amalia,3,4A
Hudson,Clara,3,3B
Ross,Wallace,3,1B
Talbot,Eugenio,1,4B
Riebel,Marjory,4,2A
Knowlton,Roderick,5,2B
Marion,Peter,3,1B
Bechtel,Joyce,4,1B
Tabin,Danielle,4,1A
Garcia,David,4,2B
Booth,Jay,4,1B
Wright,Ngoc,5,3B
Jewels,Ida,4,2B
Haag,Marie,2,2A
Baird,Errol,4,1B
Troendle,Martha,2,4B
Ruch,Danette,1,1B
Lipson,Shirley,3,2A
Bowman,Mitzi,3,2B
Robinson,Gilbert,5,2B
Miron,Kim,3,3A
Sweat,Kathe,3,4B
Leblanc,Minh,4,2B
Patterson,George,3,3B
Hays,Alice,2,4A
Benoit,Brenda,3,1A
Mccallion,Scott,5,4B
Stoddard,Greg,1,1A
Gagnon,Rhonda,2,3B
Peterson,Phillip,3,3A
Bonilla,Rachel,5,3B
Peters,John,2,1B
Miller,Tanya,3,1B
Roberrtson,Rona,2,1A
Lutz,Alison,2,4B
Phan,John,1,3B
Perry,John,2,3A
Ross,Fernando,4,4A
Clark,Rickey,5,2B
Barber,Kathryn,4,4B
Primm,Annette,4,3A
Buckmaster,Keith,3,4B
Kane,Susan,3,3A
Hooker,Alonzo,5,1A
Whitworth,James,5,2B
Rodgers,Mary,2,4B
Craft,Mary,2,4B
Polster,Michael,5,2B
Slocum,Robert,1,2B
Chambers,Betty,2,2A
Pate,Martha,3,1B
Meyer,Richard,1,2B
Goldman,Lenore,1,1A
Wood,Ross,2,2B
Coury,Robert,3,2B
Boday,Carrie,3,1B
Richards,Marjorie,1,1B
Ferguson,Stella,1,4A
Linn,Carrie,1,2B
Denning,Robert,1,1B
Hines,Greg,3,2A
Grey,Tanya,1,3A
Hall,Brandon,3,2B
Samuel,Vickie,2,3A
Hayes,Lindsay,5,4A
Pound,Pamela,3,2A
Tate,Anita,1,1B
Gittens,Arthur,2,4B
Villegas,Terese,3,4B
Byas,Frederick,1,2A
Nelson,Donald,1,4B
Sisson,William,2,1A
Johnson,John,4,4B
Brooks,Crystal,4,3A
Mckenna,Phil,4,1B
Piatt,Kimberly,4,1A
Acosta,Joseph,5,4A
Thorsness,Judith,1,3A
Martin,Leonardo,4,1A
Powell,Janna,2,1B
Mccarthy,Tammy,1,1A
Guyer,Leona,1,4B
Leffert,Donald,3,1B
Deitz,Holly,1,2A
Spahr,Phillip,3,3A
Heard,Carol,1,3B
Mercurio,Kathryn,5,2A
Krenz,Andy,3,4B
Cloud,Frances,5,3B
Hagan,Yetta,2,4A
Smith,Joseph,1,1A
Garrison,Mandi,3,4B
Thompson,Roberta,1,4A
Barkley,Sharon,3,2A
Kratz,Danny,2,3A
Parks,David,4,1A
Towler,Latia,5,3B
Cox,Tonya,1,4B
Randell,Mabel,4,2B
Robinson,Alan,5,1B
Manor,Ricky,2,4A
Bennett,Ruben,5,1A
Aris,Harold,4,1A
Jones,Leo,3,3B
Jones,Samuel,4,2B
Pace,Kirk,5,4A
Eddy,Lois,5,1B
Petri,Olivia,1,1A
Zeigler,Hattie,5,2A
Pottinger,Candida,4,4A
Stanley,John,2,4A
Banks,Roberto,2,2B
Sweet,Sherry,2,1B
Padilla,Luther,4,3B
Lightfoot,Betty,1,2A
Bearden,Lisa,4,2A
Rosas,Ellen,2,1A
Hawkins,Dennis,1,1A
Conlon,Teresa,2,3A
Brown,Jaime,4,2A
Stewart,Ben,1,3A
Sepulveda,Claire,4,4B
Commodore,Harold,2,2A
Jones,Diana,2,1B
Westbrooks,George,4,1A
Johnson,Devon,2,1A
Harris,Carolyn,2,1B
Bruder,Alfonso,3,2A
Bramble,Douglas,2,1B
Ramsey,Jeffrey,1,3A
Crawley,Cesar,2,4A
Marshall,Ben,5,1B
Schell,Lesley,3,1A
Martel,Tyler,4,4B
Gibbs,Ruth,5,2B
Lomax,David,2,3B
Hill,Terrie,1,2B
Buck,Donald,2,4A
Jones,Nancy,3,4B
Pickle,David,5,1A
Krueger,Elizabeth,4,1B
Kirk,Frances,4,1B
Leich,Victor,2,3B
Dameron,Rick,2,1A
Scott,Cindy,4,3A
Brown,Nicholas,5,1B
Gray,Jacqueline,2,1A
Hodges,Eliza,3,2A
Bunting,Roy,2,2B
Simmons,Margaret,3,4B
Nelson,Garrett,1,2B
Taylor,Gladys,5,1A
Kelley,Kelly,3,4B
Doig,Thomas,3,1B
Covington,Graciela,2,3B
Clark,Maria,2,2A
Edward,Joseph,5,1A
Yates,Keith,4,2A
Freeman,Dorothy,2,1B
Simon,Michelle,3,4A
Davis,Ronald,4,1A
Federgreen,Michael,3,1B
Ackerman,Elaine,4,4A
Alguire,Michal,1,3B
Abbott,Ryan,2,1B
Smith,Thomas,5,4A
Phillips,Todd,5,3A
Gardner,Robin,2,3B
Lewis,Jean,3,2A
Leung,Alan,2,4B
Clarke,Marcella,2,3B
Severy,John,4,2A
Travis,Mark,5,2B
Collins,Hsiu,1,2B
Gaither,Ilene,5,1A
Taylor,Harold,2,2A
Freitas,Paul,4,3A
Millsaps,Holly,2,1A
Rann,Laverne,5,4A
Meehleder,Robert,5,4B
Ransom,Su,4,3B
Morgan,Betty,5,1A
Lee,Heather,4,4B
Menard,Jesse,4,4A
Trimble,Joe,5,3A
Azulay,David,5,3B
Ervin,Jose,4,1B
Triplett,Max,4,1A
Goodhart,Erwin,4,3B
Ostrowski,Arthur,1,4A
Weaver,Timothy,4,1A
Scott,Betty,4,2A
Burnett,Dale,5,3B
Burges,Elizabeth,3,1A
Palka,Patrick,5,4A
Bozeman,Mabel,5,2B
Lawrence,David,4,4B
Westbrook,Jane,2,1A
Meade,John,5,4B
Bonilla,Floyd,2,3A
Jones,John,1,3B
Maloney,Lillie,2,4B
Hinson,Robert,4,4B
Shoaff,Jack,5,1A
Gomez,Tracie,4,1A
Boozer,Joseph,1,1A
Lang,Carl,4,4B
Martinez,Birdie,2,3A
Mefford,Lucille,2,3B
Moore,Guillermo,5,1B
Gordon,Randall,1,3A
Barkhimer,Terri,2,2A
Partch,Candice,4,1A
Grimmer,Steven,5,1A
Maxwell,Nicholas,5,4B
Watson,Johnny,4,2B
Jennings,Kelli,3,1B
Johnson,Wendi,1,1A
Sisk,Olga,5,3B
Delgiudice,James,2,2B
Kelly,Miranda,1,4A
Lemay,Charles,2,2B
Miller,Ryan,4,4B
Haynes,Leonard,4,3B
Reynolds,Matthew,1,4A
Yepez,Ana,2,1B
Vaughn,Christi,4,1B
Ernst,Louis,1,2B
Lino,Edith,3,3B
Johann,Terry,1,2A
Grayson,Margaret,2,3A
Johnson,Arthur,2,1B
Pigeon,Clare,1,3B
Manke,Brian,4,3A
Gilkerson,Pauline,1,2B
Miller,Mark,1,3B
Lawson,Randall,1,2A
Hill,Velma,2,2A
Robinson,Shirley,5,1B
Smith,Lynn,3,2B
Osgood,Jean,2,1A
Skelton,Eileen,5,2B
Klett,Dorothy,2,1B
Pawloski,Randall,2,4A
Grajeda,Thomas,1,1A
Troyer,Fred,4,3A
Hauser,Maryjane,1,3A
Seals,John,2,1B
Munnerlyn,Adrian,4,3A
Liang,Sam,2,1B
Gregory,Clayton,1,2A
Turley,James,3,2A
Hearne,Carl,3,2B
Aguilar,Joni,3,4B
Campion,Sue,3,4B
Weimer,Ronald,5,3B
Maldonado,George,3,2A
Carlson,Elia,2,2B
Bathke,Barbara,2,3B
Morrison,Carlos,4,1B
Keener,Jacqueline,4,1B
Wade,Robert,5,4B
Funderburk,Daniel,1,2A
Colella,Bonnie,3,4A
Hevner,Robert,4,4A
Guthrie,Bessie,4,2A
Lattimer,Constance,2,3B
Peters,Robert,2,1A
Jones,Maurine,5,1B
Clark,Ethel,5,1B
Smith,William,3,2A
Shannon,Omar,3,2A
Eversole,Jami,2,4B
Bindel,Lloyd,5,3A
Johnson,Raymond,5,4B
Jefferson,Richard,2,3B
Goodwin,Mary,3,1A
Souza,Joshua,1,2A
Nelson,Robert,2,1B
Engel,Jewell,1,2B
Schaffer,Diane,3,1B
Cluff,Helen,1,1B
Spina,Lauren,2,1B
Duenas,James,4,1B
Moore,Linda,3,4A
Baker,Darrel,2,3A
Dunaway,Dorene,2,2B
Rybak,Roy,4,2A
Katayama,Gregory,4,4A
Nicholson,Vanessa,5,2A
Sias,Mozelle,5,4A
Brown,Audrey,5,2A
Turner,Pamela,3,3B
Wright,Lela,1,3A
Martin,Kathy,2,1A
Wood,Peter,5,4A
Roberts,Angel,3,2B
Spickard,Patricia,4,3A
Sample,Kathy,1,2B
Kennedy,Carolyn,3,3B
Jones,Annette,4,4B
Pratt,Raul,5,4B
Rhodes,Brian,3,1B
Parkinson,Maria,4,4B
Ozaeta,Bryant,1,2A
Aubrey,Cynthia,3,2B
Scott,Phillip,5,3B
Lance,Mary,5,2A
Gonzales,Sterling,1,2A
Nelson,Nancy,3,2B
Herrington,Barbara,2,3B
Ferguson,Joseph,5,3B
Bradford,Megan,2,1B
Rettig,Maria,2,3A
Ebbs,Gregory,3,1A
Guy,Wendy,5,4B
Onusko,Bruce,3,3A
Greer,Diego,3,3B
Colby,Felix,2,2A
Cook,Christy,1,2B
Zamudio,Wanda,2,3B
Vo,Robert,1,2B
Ebeid,Carl,3,1A
Hensley,Linda,1,2B
Boyce,Bill,4,1A
Hamilton,Larry,4,3B
Schneider,Michael,5,3B
Brothers,Lawrence,1,4B
Mencia,Theresa,3,1B
Collin,Sarah,5,4A
Frey,Bryan,4,2B
Garvey,David,1,2A
Harris,Wendell,4,1A
Duncan,Elizabeth,2,1A
Vaughn,Trista,4,4B
Rochester,Kandis,4,4B
Mcgee,Marlin,1,1A
Stover,James,5,3B
Johnson,Barbara,3,1A
Rose,Guy,2,2B
Hewett,Phyllis,5,1B
Adams,Gary,5,1B
Foster,John,1,1B
