Thornton,Paul,2,1A
Bowman,Robert,3,4B
Graham,Jimmie,2,1B
Sills,Luther,2,2A
Ortiz,Elizabeth,3,2A
Means,Sheila,4,4B
Matthews,Charlene,1,4B
Mccoy,James,5,1A
Gillespie,Mary,2,2B
Mcvay,Kimberly,1,2A
Newton,Alfredo,2,1B
Stamison,Jonathon,3,4B
Furfaro,Rene,1,2A
Machak,Jennifer,5,2A
Thibeault,Shelley,2,2A
Ashton,Sophia,5,1B
Garcia,Zachary,5,3B
Walker,Vivian,5,4B
Stephens,Yee,3,3A
Kerber,Aaron,1,1B
Brandenburg,Allen,4,3B
Laramee,Michael,4,3A
Stevenson,Luz,4,3B
Maclean,Dexter,4,4B
Behr,Kathleen,5,2A
Chavarria,Daniel,5,2A
Jung,Anne,2,3A
Tylwalk,Roberta,2,4B
Valle,Joseph,2,3A
Davis,Abraham,3,3B
Gonzalez,Lilia,4,3A
Mills,Yolanda,1,1B
Snover,Robert,4,2A
Morris,Oscar,2,3A
Henderson,Deborah,2,1B
Olson,Allison,3,4B
Sommers,Miguel,5,3B
Severson,Marta,4,2A
Nguyen,Frances,3,2B
Davis,Phillip,5,3A
Cote,Mary,3,2A
Wooten,Byron,5,4A
Koller,Cecilia,5,1B
Watts,Earl,2,4A
Olson,Timmy,3,1B
Ambriz,Lucy,5,1A
Deleon,Donna,3,3A
Vanwassenhove,Robin,1,4A
Brown,Erin,3,2B
Leonard,Evan,3,1A
Busse,Melissa,3,2A
Cheung,John,4,2A
Mendoza,Sara,4,1A
Well,Tim,2,4A
Wuertz,Brian,5,2A
Bridges,Angela,4,4B
Barrow,Cathy,3,4A
Kraemer,Mary,5,2A
Balkcom,Robert,3,3A
Walker,James,2,1B
Davis,Sandra,1,3B
Castro,Stephen,2,4B
Redman,Rodney,4,4A
Plaskett,Patricia,3,4A
Kidd,Mary,1,4B
Kuttner,Jorge,2,3B
Hackney,Nicholas,5,2B
Carson,Jason,3,3B
Epperson,Ashley,5,3B
Odom,Pricilla,3,1B
Molina,Brandon,3,1B
Ellis,Brandon,3,3B
Beltran,Dorothy,3,4B
Irvine,James,1,1A
Moriarty,Bob,1,2A
Bassani,Deborah,3,2A
Clay,Lori,3,3B
Bearden,Clint,5,2A
Capps,Roy,3,1B
Rivera,Donna,4,3B
Volkman,Toni,5,3A
Barker,Justin,5,2B
Serrano,Mildred,3,4A
Santos,Larry,2,3B
Mcafee,Bernard,2,1B
Esquivel,Kathy,2,1B
Jameson,Linette,1,4B
Gatewood,Kenneth,3,2B
Baker,Fatima,3,3B
Ennenga,Carol,2,3B
Licon,Roger,1,2A
Morris,Gary,5,4B
Ross,William,1,4A
Mitchell,Kathryn,5,1B
Hines,Robert,4,2B
Hawkins,Veronica,3,4A
Hernandez,Melvin,1,4A
Perez,David,2,1A
Goodwill,Amy,1,1B
Garcia,Rodney,5,3A
Marino,Eric,1,3B
Carriere,Diane,5,3A
Bolden,Jeffrey,5,3B
Wynia,Jessica,4,2A
Altman,William,5,2B
Souliere,Sonja,2,4A
Cushman,Andrea,3,4B
Pappas,Anthony,1,4A
Arroyo,Robert,4,1B
Pinchback,Arlene,5,4A
Nobel,Alyssa,5,3B
Hitchcock,Gregory,1,2A
Howard,Virginia,4,4B
Rice,Gail,4,3A
Reed,Jamal,1,2A
Stott,Ruth,5,4A
Perryman,Cecile,1,3A
Ramirez,Emily,1,2A
Lamons,Melanie,2,3B
Berkey,Jo,4,1B
Purdy,Robert,5,1A
Mccormick,Kaitlin,3,1B
Anderson,Agnes,5,2B
Barnard,John,2,1B
Leser,Irene,3,3B
Harvey,George,1,2A
Ray,Joseph,2,1A
Ramirez,Pauline,5,4A
Couey,Kristine,5,3B
Flagg,Stella,2,3B
Smith,Stephen,4,4B
Frasier,Gladys,3,1A
Kosloski,Jerome,4,3A
Mathis,Jennifer,1,1B
Craft,Harry,5,1B
Tiemann,Patricia,3,3A
Burt,James,2,2B
Owens,Kathryn,3,4B
Locke,Robert,1,2A
Woodward,Ron,1,4A
Valle,Katherine,2,2B
Goodman,Joe,3,4A
Machado,Zelda,5,2B
Xiong,Janet,1,3B
Barker,Doris,2,4B
Andon,Linda,5,2A
Cangelosi,Lynn,4,3A
Soria,Elizabeth,3,2B
Nunmaker,Dorothy,4,4B
Diaz,Freddie,4,4B
Rimmer,Wilma,3,1A
Hershenson,Camille,5,1B
Best,Cindy,3,2B
Puleo,Virgie,5,3B
Croom,Elaine,5,2A
Rodgers,Rosemary,1,3A
Reynolds,Brandie,1,2A
Thomas,Rex,3,1A
Solis,James,3,3A
Thompson,Thomas,5,3B
Sporle,Jamie,5,3B
Smith,Glenn,4,2B
Morris,Pat,2,3A
Guerra,Ruben,4,3A
Spencer,Elaine,1,1A
Carpentier,Leeann,3,4B
Kinnan,Connie,4,4A
Howard,Corrine,1,1B
Payne,Steve,1,4B
Williams,Laura,2,2A
Cole,Russell,2,3B
Little,Glenda,1,1B
Kuntz,Jose,1,4B
Fong,Mildred,3,3B
Hudson,Brandie,5,1A
Thomas,Marvin,1,4A
Lane,Geraldine,5,3B
Parra,Patrick,1,1A
Jones,Doris,4,4B
Gamble,Jane,5,4B
Robinson,Eric,3,2A
Miller,Jason,4,3B
Kennedy,Loretta,5,4B
Cummings,Terrence,2,3B
Jordan,Carmen,2,2A
Pierson,Kenneth,3,3A
Shannon,Katherine,4,4B
Sydnor,Joseph,1,2B
Simmons,Mark,1,2A
Johanson,Blaine,4,2A
Carter,Mary,3,2A
Slade,Hortensia,5,3B
Wilde,Barbara,1,4B
Reitz,James,5,3A
Jones,Bernard,2,3B
Dearborn,Delois,3,3B
Hall,Brian,5,3B
Reynolds,Robert,2,2A
Obrian,Dustin,5,1B
Armstrong,Joan,4,3A
Burke,Elisa,4,4B
Godinho,Thomas,2,2A
Lewis,Susan,1,3B
Hammes,Ray,2,1B
Crandell,Donald,5,2B
Nava,Hugh,4,3B
Jones,Theron,3,1B
Adams,Arthur,1,4B
Campos,Janet,5,4A
Federico,Keith,1,2B
David,Evelyn,4,4A
Kelly,Virgil,1,2B
Ragland,Evelyn,3,3A
Herbert,Margaret,2,4B
Padilla,Marjorie,3,3B
Wood,Robyn,1,4A
Sprenger,Mark,2,4B
Mansfield,Harry,3,3B
Mathwich,Grace,5,4A
Sanders,Angela,4,4A
Downer,Pete,1,3A
Smith,Beverly,5,4B
Kuntzman,Leanne,4,1B
Gutman,Pamela,2,2B
Zambrano,Sade,4,1A
Benjamin,Roy,1,4B
Perez,Lou,4,4B
Tilson,Tara,3,3A
Dulaney,Eric,5,3B
Yates,Phillip,4,4A
Newton,Veronica,2,2A
Scott,Kathy,5,1A
Barajas,Matt,5,3B
Pick,Raymond,5,2B
Byars,Elizabeth,5,2A
Martinez,Michelle,5,3A
Davis,Stephen,3,3B
Bell,Stacy,2,1B
Moore,Lillian,5,4B
Lau,David,5,4A
Gurley,Margaret,5,2A
Martin,Reginald,2,4A
Hernandez,Christopher,4,4A
Sharpe,Amanda,3,4A
Harris,Laura,5,2A
Toborg,Wilbur,2,3B
Brady,Sue,2,4A
Woods,Elizabeth,1,3B
Goad,Jack,2,2B
Travers,Joyce,1,2A
Stevens,George,4,3B
Phillips,Rebecca,5,4B
Thorn,Thomas,4,3B
Kelly,Lisa,1,3A
Rogers,Noelle,2,3A
Lightner,Lucille,1,4B
Lawhorn,Cheryl,2,1A
Oreilly,Regina,1,3A
Girard,Teresa,5,3A
Leonberger,Enoch,3,4B
Remis,Jack,1,3A
Stewart,Heidi,3,3A
Talley,Karen,3,4A
Small,Gilbert,4,4A
Underwood,David,5,1B
Page,Agatha,5,3B
Conway,Theresa,5,4B
Hall,John,1,4A
Smith,Angelo,1,3B
Smith,Louis,1,1B
Hatten,Lisa,2,1B
Kendrick,Vickie,1,3B
Griffin,Carlos,3,3B
Brower,David,3,1B
Smith,Irvin,5,3A
Bennett,Victor,2,2A
Gonzalez,Josephine,2,1A
Eldridge,Jonathan,5,1B
Fuller,Florence,1,4A
Rice,Alida,1,3B
Howle,Charles,5,4B
Agnew,Tarsha,3,4A
Patton,Thomas,4,3A
Wilson,Robert,4,4B
Green,George,5,1B
Melton,Frederick,1,4A
Duckett,Robert,3,1B
Price,Nina,3,4B
Bolte,Monica,1,4A
Daniels,Marcella,4,4A
Crain,Roger,2,3B
Knox,Margarita,4,3B
Mccarroll,Jacqueline,2,1A
Turner,Jonathan,1,3B
Reid,Jennifer,2,3A
Taylor,Donald,4,2A
Cox,Andrew,1,4A
Flens,Jennifer,1,4B
Denson,Ernest,5,2A
Bowen,Angela,2,4B
Kafer,Carol,3,1B
Guy,Ashley,4,1A
Medina,Sarah,4,4A
Saadd,Emily,5,4B
Stuart,Denise,5,4A
Murray,Lanette,2,2A
Smith,Inez,3,4B
Jordan,Patricia,1,2B
Lovell,Robert,4,4A
Tejeda,Joyce,4,3A
Garcia,Sharon,5,1A
Fant,Flavia,5,1B
Mitchell,Richard,4,1A
Bryan,Billie,1,3B
Adam,Allan,2,2A
Hoffman,Arlette,4,3B
Haight,Dominique,5,2A
Dorch,John,4,3A
Martin,Brenda,1,4B
Littlejohn,John,2,1B
Wood,Mary,3,4A
Ansley,Angelina,5,1A
Lewis,Steven,5,3B
Rigby,Richard,4,4B
Licudine,Rachel,5,1A
Smith,Sarah,2,2A
Gurry,Shirley,4,1B
Weber,Shawn,2,4B
Gutierrez,Ashley,2,2B
Bates,Charles,5,2A
Sweene,Brian,5,4B
Johnson,Gregory,3,3B
Coleman,Donald,4,3A
Walther,Nichole,1,2B
Smithers,Beverly,5,2A
Correll,Maggie,3,2A
Smuin,Bill,4,4A
Jones,Stephen,3,3B
Roland,Anna,1,1B
Prinz,Olivia,5,4B
Abeyta,April,3,2A
Coleman,Paula,2,3B
Steiner,Janis,3,2A
Eversoll,Nicholas,4,3B
Chiodo,Danny,5,4A
Garst,Jeffery,3,3A
Tyree,Debbie,5,4A
King,Phillip,4,1B
Adams,Pamela,3,1B
Miceli,Thomas,5,1B
Swanson,Michael,5,4B
Hundley,Catherine,1,1A
Montoya,Charles,3,2B
Workman,Jennifer,2,4A
Porch,Elsie,1,1A
Grant,Della,2,3A
Smith,Carolyn,5,3B
Hale,Joseph,5,3A
Adkins,Rita,5,2A
Tarr,Mary,2,3B
Hubbard,Delores,4,1A
Lindgren,Sharon,4,2A
Sachs,Miguel,3,4B
Kinsler,Carlos,3,1B
Roth,Roger,1,1B
Biles,Stephanie,4,3A
Gillett,Edward,4,4A
Sartain,Marie,4,3A
Wilson,Lester,5,4B
Wheeler,Sharon,3,2B
Meidinger,Linda,1,4A
Ochoa,Glynda,3,3B
Shawl,Rosie,2,3A
Daily,Andrea,3,1A
Wessel,Brandon,2,4B
Weathers,Carla,2,2A
Yarbrough,Robert,4,3A
Call,Brendan,4,4B
Robinson,Shari,1,3A
Pierce,James,4,2A
Siemering,Cheryl,3,2A
Brown,Javier,4,4A
Lipsitz,Elizabeth,2,4B
Johnston,Damon,4,1B
Yon,John,4,2A
Lewis,Cody,3,2A
Miller,Stepanie,5,3A
Mason,James,3,1A
Camargo,Nancy,5,4A
Rowland,Annette,2,4B
Spaur,Samuel,2,3B
Hooper,Stephen,2,3A
Senecal,Georgia,1,1B
Myers,Humberto,4,1A
Gray,Sheridan,1,1B
Butts,Beatrice,1,3A
May,Mildred,3,4A
Bush,Michael,1,4A
Davis,Kesha,4,2B
Sherrill,Cyrus,4,4B
Childs,Michael,5,2A
Rawling,Darrell,5,4A
Higgins,Raymond,5,1B
Moody,David,3,2A
Wohlenhaus,Ross,5,4A
Clark,Wayne,2,2A
Chong,Kathleen,1,3A
Rayburn,Antonia,1,2B
Wright,Elijah,4,1B
Villarreal,Herman,2,2A
Boyer,Denise,2,3B
Walsh,John,2,2B
Hanson,Paul,1,2B
Garcia,Catherine,2,3B
Harris,Bernard,4,2A
Terry,Iris,4,1B
Burleigh,Terry,5,4A
Bowman,Gordon,4,2A
Nebeker,James,2,1A
Straker,Terrance,3,1B
Henson,Jan,1,1A
Nelson,Julie,4,2A
Tate,David,1,1A
Reeder,Thomas,2,4B
Collier,Charles,5,1B
Coletti,Janet,2,3A
Cote,Norma,2,3B
Garcia,Jose,1,4B
Abdullah,David,1,3B
Pressley,Anthony,2,3A
Belew,James,1,4B
Prater,Willie,5,2A
Sims,Candace,2,2B
Gibson,Perry,2,4A
Hart,Jeff,3,3B
Mclaughlin,Ola,2,4B
Green,Carol,5,2A
Herman,Kimberly,5,3B
Hernandez,Karen,5,3B
Kerns,Bonnie,1,4B
Butler,Lynne,4,3A
Ruvalcaba,Ryan,3,4B
Sanchez,Georgina,2,2B
Green,Rolland,4,4A
Deshields,Walter,3,1A
Lebrun,Susan,5,1B
Wilson,Fred,5,1B
Stinnett,Sarah,3,3A
Horgan,June,4,2A
Teske,Andy,5,4A
Hand,Lester,1,4A
Walters,Ernest,2,4B
Shepperd,Fannie,5,3B
Mcmahon,Robert,5,3B
Russell,Carlos,4,2B
Johns,Michael,3,2B
Hall,Melissa,2,4A
Martinez,David,1,3A
Merryman,Pamela,5,3B
Nunez,Harold,5,4A
Sevin,Johnny,3,1B
Bailey,Angie,4,4B
Tacker,Estrella,5,3B
Flor,Jan,2,2A
Kong,Jennifer,3,3B
Prather,Frances,4,4A
Desroches,Stephen,3,4A
Carrozza,Bryan,5,4A
Chaisson,Candyce,2,1B
White,Dennis,5,4A
Walls,Tina,3,1B
Tunstall,Claudette,5,4B
Shoulta,Jay,4,1A
Walters,Vernon,4,3B
Pullen,Joseph,5,1B
Kusel,Edward,5,3A
Hebner,Beverly,2,1A
Smith,Colleen,4,3B
Crane,Barbara,3,3A
Mcdonald,Christine,5,3A
Singleton,Robert,2,2A
Patton,Donna,5,4B
Mccloughan,Robin,3,1A
Wessner,Donna,2,2B
Buckingham,Lonnie,3,1B
Pena,John,5,4B
Saldivar,Carolyn,2,1A
Nord,David,5,1A
Chacon,Jack,3,2B
Sharpe,Olga,1,2A
Hamblin,Jose,5,4A
Shannon,Ryan,1,1B
Reid,John,3,2A
Mejia,Leticia,1,2A
Westbrook,Rachelle,2,2A
Worm,Vernon,4,4A
Kukauskas,Bettye,5,2B
Owens,Camille,5,2B
Bisono,James,2,4B
Shaw,Verla,1,4A
Cantin,Elmer,4,1A
Jones,Abigail,2,4A
Jenkins,Daniel,3,4B
Murphy,Carolyn,2,4A
Carpenter,Stephanie,5,3A
Nagel,John,3,1A
Mangum,Herman,3,2B
Champagne,Margaret,3,3A
Harris,Luther,4,1B
Anderson,Paul,2,3A
Russell,Ardith,2,1B
Cordano,William,1,4A
Hudson,Nancy,3,1B
Andrade,Kathy,3,2A
Schwartz,Ashley,2,3A
Joseph,Joseph,2,3B
Mcwilliams,Chuck,3,2B
Darden,Kyle,5,1B
Newton,Kathryn,5,3A
Hayes,Michael,1,1B
Perez,Brenda,2,2A
Marvin,Louise,3,4A
Miller,Jason,2,1B
Turnage,Jill,4,2B
Johnson,George,5,4A
Walker,Mark,5,3B
Peterson,Kenneth,4,2B
Parker,Kaitlin,1,2B
Rogers,Heriberto,2,2B
Bell,Margarita,4,4B
Logue,Jose,2,3A
Crabtree,Eugene,1,4B
Sims,Maria,2,2A
Pearson,Jerry,4,4B
King,Rachel,5,4B
Pugmire,Gladys,5,1A
Banuelos,Kenneth,1,2B
Galloway,Rafael,5,4A
Bruce,Maria,1,1B
Snow,Robert,3,2A
Hardin,Marcel,2,4B
Prichard,Katy,3,2B
Collins,Marian,4,4B
Greer,Matthew,3,4A
Pippen,Velma,5,3B
Mitchell,Ella,5,3B
Haydon,Eugene,1,1A
Gould,Michelle,2,1A
Alvarez,Faye,4,4B
Hedges,Lucy,4,2B
Keeler,Gladys,1,2A
Larson,Samuel,1,2A
Bridges,Jason,4,3B
Jones,Thomas,3,4B
Manning,Clifford,3,2B
Dawkins,Chantel,4,2A
Bayer,Karin,4,1A
Heyward,Dorothy,3,1B
Greene,Joseph,2,1B
Alexander,Corey,3,2B
Schwendinger,Bernice,2,3B
Partida,William,4,3A
Harvey,Christopher,1,2A
Martinez,Denise,3,1A
Polan,John,3,3A
Leach,Wanda,1,1A
Caruso,Susanna,3,4A
Floyd,Jason,1,1B
Whapham,Eileen,5,4A
Seymour,Pearl,2,3A
Santana,Cleo,1,1A
Tiede,Nancy,4,3A
Pelletier,Susan,1,2A
Cooper,Charles,2,4A
Cannon,Ernest,2,1A
Heyd,Guy,4,2A
Patten,Kenneth,5,4B
Hasting,Thelma,4,4B
Dejesus,Bruce,2,2A
Hardin,Terrence,1,4B
Mack,Leonel,3,3B
Peeler,Melissa,5,3B
Brown,William,3,4A
Perry,Pearl,2,3A
Meyer,Rachel,4,3B
Cruz,Harold,5,3A
Mckinney,Sandra,3,1A
Smith,Larry,4,4A
Becerra,Ronald,5,3B
Koch,Patricia,4,4A
Weeks,Gerard,1,2B
Prescott,Charles,5,4A
Weske,Fannie,1,1B
Obryant,Sarah,1,4A
Ovando,Paula,1,4A
Robinson,Rasheeda,3,1A
Smith,Dana,1,1A
Kopka,Vanessa,4,3A
Baldwin,Jose,1,1A
Roach,Susan,5,2B
Jackson,Robert,1,3A
Avila,Felix,2,4A
Simmons,John,1,2B
Taylor,Teri,1,3A
Banks,Tonya,1,2A
Goodman,Tobias,2,3A
Heath,Robert,1,2A
Jones,Nancy,4,3A
Paul,Elizabeth,3,3B
Brewer,Edith,3,3B
Hubbard,Albert,5,4A
Decker,Sonja,1,1B
Fletcher,David,2,1B
Hansen,Steven,3,1A
Gardner,Jessica,4,1B
Moore,Jennifer,2,2B
Cabrales,Ada,4,2A
Plunkett,David,4,2B
Roberson,Carol,5,4B
Bizzell,Gail,5,3A
Rogers,Georgia,5,4A
Calhoun,Betty,2,2B
Fernandez,Jane,4,2A
Coleman,Christine,2,3B
Headley,Greg,3,4B
Rodriguez,Jade,1,2A
Buck,Juana,4,4B
Hardage,Kimberly,3,3B
Alas,Carly,4,1B
Lewandowski,Kristie,4,3B
Fawver,Lucy,5,3B
Hites,Mary,2,1A
Miller,Chris,2,4B
Polzin,Betty,5,3A
Green,Mark,5,2A
Howard,Jeffrey,3,1A
Ramirez,Steven,1,2B
Dowst,Lillian,5,2A
Bush,Lucille,4,1A
Rios,Robert,2,1B
Racette,Maria,1,3A
Edwards,Charles,4,4A
Wing,Margaret,3,3B
Hughes,Sam,3,4B
Schoenfeld,Michael,5,4B
Howard,Stanley,5,4B
Schultz,Sergio,4,3A
Ramos,Thomas,3,4B
Nicholes,Ruby,3,1B
Cortes,Eileen,5,3B
Turner,Geneva,1,1A
Sculley,Kent,4,2A
Luong,Darrell,4,2B
Morrison,Kevin,5,4B
Torres,Beulah,5,1A
Woodyard,Charles,3,4B
Basye,Eugene,5,3B
Salas,Elizabeth,3,2A
Kolle,Carrol,1,4B
Flowers,Luz,5,3A
Delagarza,Frieda,1,3B
Ritchie,Brenna,3,2B
Marshall,Alison,5,1B
Kavanaugh,Joanne,4,4B
Pike,Gwen,1,4B
Brechbiel,Misty,4,2A
Leasure,Bryan,3,4B
Frey,Colin,1,2A
Panther,Joel,5,4B
Pace,Nettie,2,3A
Eichorst,Deirdre,1,2A
Bunal,Velma,5,1A
Lawson,Gwendolyn,3,3B
Means,Ella,2,2B
Mcinnis,Kaye,2,2A
White,Ross,3,3A
Mccall,Vincent,3,1A
Anders,Gwendolyn,4,2B
Howard,Jeffery,5,1A
Henry,Joesph,1,1A
Jackson,David,2,4B
Leary,Sherri,2,1A
Hook,Linda,3,1B
Watkins,Edgar,1,2B
Martin,Marjorie,3,2A
Winkelman,Terry,5,3A
Pearson,Elizabeth,5,3B
Magee,Anthony,5,2A
Bello,Joe,4,4B
Garcia,Elias,4,2A
Graham,Amelia,5,1A
Kleckner,Julia,2,3B
Womer,Susan,5,3A
Herrera,Jill,2,4B
Almeida,Irene,1,2A
Shoup,Melaine,5,3A
Brandt,Micheal,5,3B
Osgood,Dennis,4,3B
Delatorre,Tammy,3,2A
Smith,Hazel,5,3A
Mccoy,Jennifer,4,2B
Smith,Jeremy,4,2A
Dalessandro,Carlton,2,4A
Marshall,Tonya,3,4A
Greenwood,Lauren,1,2B
Williams,Joseph,3,2A
Olivier,Mac,3,2A
Cope,Daniel,2,3B
Nine,John,3,4B
Bullard,Lena,5,2B
Diaz,Kelly,5,3A
Hernandez,Andrew,5,2A
Guadian,Jeffrey,1,3A
Scott,Anthony,4,4A
Escalera,Randy,1,2A
Coco,Denise,1,1A
Paulsen,Stephine,4,4A
Bader,Frances,2,3B
Lopez,Christopher,2,4B
Heiliger,Mathew,1,3B
Vaughan,Herman,3,2A
Brafman,Ruth,1,1A
Mead,Gina,4,2A
Longoria,Tory,1,1B
Lovejoy,Yvonne,3,4A
Floyd,Jack,2,3B
Roberts,Brenda,2,4B
Stump,Dorothy,2,4A
Schaeffer,Janita,4,3A
Gokey,Robert,1,1B
Hepner,Lloyd,2,2A
Frederick,David,5,3B
Cantu,Melba,5,3B
Luna,Glen,1,1A
Sheldon,Hulda,1,1B
Murray,Eugene,4,3A
Barnard,Elizabeth,5,1B
Wallace,Jorge,3,2B
Vinton,Melissa,1,2B
Darden,Tony,3,4B
Curry,Latisha,1,4A
Tolbert,Helen,4,3B
Gonzales,Alan,5,3A
Searson,Robert,2,4A
Perez,Oscar,4,4A
Hendricks,Terence,3,2A
Hernandez,Faith,2,1A
Howell,David,4,3A
Thomas,Antoinette,5,1A
Hicks,William,4,4A
Gardner,Sheila,2,2A
Gray,Joanne,3,1B
Madruga,Nancy,3,1A
Tatum,Andrew,3,4A
Head,William,4,1A
Clay,Stephen,2,1B
Pereira,Larry,3,3B
Dudley,Joe,3,4B
Mcconnell,Mary,2,4A
Duncan,Rose,5,4A
Burke,Jenny,4,3A
Dodd,Juanita,1,3A
Thomas,Vincent,4,2A
Green,Lucas,5,2B
Hale,Traci,2,3A
Sturkie,Cary,5,2B
Thompson,Cameron,1,4A
Murphy,Todd,2,3A
Sanchez,Ginger,2,2B
Rickard,Michael,4,4B
Baker,Rosa,4,3A
Macfarlane,James,3,2A
Edwards,Robert,1,2B
Facteau,Ronald,4,2A
Osborn,Sarah,2,4B
Brown,Francina,5,2B
Elms,Robert,2,2A
Kelly,James,5,3A
Threlkeld,Courtney,1,1B
Walker,Jane,1,1A
Barnes,Jerry,2,2A
Bidwell,Omar,1,3B
Smith,Misty,3,4A
Frantz,Nan,5,1A
Danson,Jeffrey,3,3A
Miller,Michael,1,1A
Lanier,Nichole,4,3B
Boudreaux,Michael,1,2B
Lancaster,Christina,4,2A
Bayer,Elsie,5,3B
Saunders,Theron,2,2B
Graves,John,2,3B
Pezzuti,Cesar,3,4A
Diehl,Wayne,1,4A
Flores,Donnie,1,1A
Yang,Scott,4,4A
Guy,Barbara,1,3A
Allen,Christopher,1,3B
Dudley,Krysta,5,1B
Stringer,Charles,1,4A
Kidd,Margert,1,4A
Enloe,Christopher,5,1A
Whitney,Robert,4,1B
Osborne,Bo,3,4A
Cleckler,Christopher,5,3B
Neal,Daniel,4,4A
Simmons,Alberto,5,1B
Edwards,Concepcion,4,3B
Ramsey,Melissa,5,2B
Smith,Fred,4,3A
Manfred,Sara,1,1B
Gary,Ashley,5,4A
Abrams,Karin,2,3B
White,Sheryl,5,1B
Breitbart,Ronald,3,1A
Gardner,Evangelina,3,1B
Easton,Frances,1,4A
Foster,Shirley,2,4A
Almanza,William,5,2B
Edmundson,Rhonda,1,2A
Norton,Mary,4,2B
Miller,Nancy,1,2B
Bruning,Jewel,1,1A
Feldman,Judith,1,1B
Blake,Audra,4,2A
Horton,Eugene,3,2A
Brown,Joseph,2,3B
Pilbin,Jean,2,4B
Davenport,Margaret,3,2A
Frailey,James,2,1B
Crampton,Fay,3,2B
Henesey,Gregory,4,3A
Cooper,Ryann,4,2B
Espinoza,Vanessa,4,1B
Black,Alexander,4,4B
Salinas,Ronald,2,3A
Burnham,Richard,1,4A
Pinheiro,Alan,4,2B
Brown,Eleanor,5,2B
Moreno,Roger,4,4B
Nelson,Joseph,1,3B
Bowers,Rex,3,3A
Burbach,Ramon,3,2A
Lambert,Keith,1,3A
Caul,Jacqueline,2,2B
Hollack,Alton,1,2A
Cambareri,Matthew,2,2B
Flynn,Valorie,5,4A
Hinrichs,Audrey,3,2B
Simoneau,Troy,4,2A
Grubbs,Monica,2,4B
Suomela,Jonathan,5,1B
Soileau,Joseph,4,1B
Tiano,Kevin,1,2A
